ticket_id|alarm|started_ts|ended_ts|solved_by|src_system|site_visit|priority
T_0003133|50019787|2018-10-17 08:42:32|17/10/2018 09:22:51|team30|OP1|0|3
T_0003134|50006526|2018-09-04 22:19:23|04/09/2018 23:14:46|team68|OP1|0|1
T_0003135|50017009|2018-05-21 14:50:52||team68|OP2|0|3
T_0003136|50036102|2018-12-23 03:33:39|23-12-2018 04.11.51|team78|OP2|0|2
T_0003137|50006185|2018-04-13 01:20:17||team90|OP2|0|3
T_0003138|50017096|2018-03-27 22:23:37|27/03/2018 23:22:55|team34|OP1|0|1
T_0003139|50014211|2018-06-30 03:05:05|30-06-2018 03.45.57|team90|OP2|0|1
T_0003140|50006496|2018-12-20 08:01:57|20-12-2018 08.56.52|team78|OP2|0|3
T_0003141|50029245|2018-05-12 18:14:48|12-05-2018 19.06.21|team56|OP2|0|3
T_0003142|50001512|2018-02-02 06:43:04|02/02/2018 07:25:41|team28|OP1|0|2
T_0003143|50019374|2018-11-20 16:45:30|20-11-2018 17.21.25|team48|OP2|0|1
T_0003144|50005921|2018-09-26 20:29:10|26/09/2018 21:04:17|team90|OP1|0|3
T_0003145|50001312|2018-11-02 22:43:17||team56|OP1|0|2
T_0003146|50007171|2018-01-18 04:47:27|18/01/2018 05:22:29|team28|OP1|0|2
T_0003147|50020722|2018-07-19 17:09:11|19/07/2018 17:53:02|team78|OP1|0|1
T_0003148|50016404|2018-06-13 00:27:43|13/06/2018 01:02:40|team34|OP1|1|3
T_0003149|50008641|2018-12-18 15:48:35|18/12/2018 16:44:06|team56|OP1|0|3
T_0003150|50031888|2018-12-27 12:01:57|27/12/2018 12:43:43|team68|OP1|1|3
T_0003151|50006199|2018-05-18 06:35:23|18-05-2018 07.32.58|team56|OP2|0|3
T_0003152|50027208|2018-05-29 20:12:50|29-05-2018 21.08.45|team48|OP2|0|2
T_0003153|50023827|2018-09-29 12:56:05|29-09-2018 13.40.32|team34|OP2|1|3
T_0003154|50038641|2018-03-01 23:01:49|01-03-2018 23.53.58|team48|OP2|0|2
T_0003155|50017753|2018-02-15 03:13:47|15/02/2018 03:54:00|team30|OP1|0|3
T_0003156|50015979|2018-11-21 04:46:12|21-11-2018 05.21.51|team28|OP2|0|3
T_0003157|50018222|2018-08-27 06:29:11|27-08-2018 07.26.31|team30|OP2|1|3
T_0003158|50019758|2018-03-02 16:04:46|02-03-2018 16.48.30|team48|OP2|0|3
T_0003159|50023120|2018-02-18 11:01:39|18/02/2018 11:50:13|team78|OP1|0|2
T_0003160|50049662|2018-05-19 08:15:12|19-05-2018 09.02.25|team33|OP2|1|3
T_0003161|50001554|2018-11-28 05:47:05|28-11-2018 06.36.27|team78|OP2|1|3
T_0003162|50037866|2018-07-23 03:45:58|23/07/2018 04:35:29|team28|OP1|0|3
T_0003163|50035689|2018-10-23 17:27:01|23/10/2018 18:10:12|team68|OP1|0|3
T_0003164|50044589|2018-11-12 04:16:32|12-11-2018 05.00.18|team33|OP2|0|3
T_0003165|50011132|2018-08-23 15:58:03|23-08-2018 16.38.37|team56|OP2|1|3
T_0003166|50023922|2018-04-04 00:00:16|04/04/2018 00:57:15|team78|OP1|0|1
T_0003167|50011896|2018-08-26 00:57:17|26-08-2018 01.40.27|team28|OP2|1|3
T_0003168|50004528|2018-12-05 16:03:49|05/12/2018 17:00:16|team56|OP1|0|2
T_0003169|50044989|2018-05-08 04:25:16||team30|OP1|1|3
T_0003170|50031820|2018-08-01 01:19:23|01/08/2018 02:13:10|team68|OP1|0|2
T_0003171|50023740|2018-03-30 20:20:35|30-03-2018 20.52.37|team56|OP2|0|1
T_0003172|50010387|2018-08-28 20:34:17|28-08-2018 21.18.10|team78|OP2|0|2
T_0003173|50042637|2018-05-29 20:37:11|29/05/2018 21:10:57|team34|OP1|0|3
T_0003174|50001341|2018-01-08 02:03:06|08/01/2018 02:53:33|team33|OP1|0|3
T_0003175|50021433|2018-11-08 21:40:09|08-11-2018 22.19.13|team68|OP2|0|2
T_0003176|50049099|2018-01-30 01:19:42|30-01-2018 01.50.59|team28|OP2|1|3
T_0003177|50009805|2018-08-10 19:40:55|10/08/2018 20:10:55|team90|OP1|0|3
T_0003178|50024110|2018-11-07 09:29:13|07/11/2018 10:20:57|team28|OP1|0|2
T_0003179|50032873|2018-07-24 10:32:20||team56|OP1|0|3
T_0003180|50005479|2018-08-06 20:46:28||team78|OP1|0|2
T_0003181|50040891|2018-08-29 20:47:21|29-08-2018 21.35.06|team90|OP2|1|3
T_0003182|50029312|2018-04-15 22:37:16||team56|OP2|1|3
T_0003183|50036380|2018-04-24 21:21:21|24/04/2018 22:07:49|team34|OP1|0|2
T_0003184|50014572|2018-01-05 23:18:57|06-01-2018 00.01.57|team34|OP2|0|2
T_0003185|50048458|2018-07-21 20:03:09||team48|OP1|1|3
T_0003186|50035565|2018-10-13 01:17:52|13/10/2018 01:59:25|team28|OP1|1|3
T_0003187|50033792|2018-04-09 03:31:16|09/04/2018 04:10:18|team34|OP1|0|3
T_0003188|50009468|2018-07-05 00:56:22|05-07-2018 01.30.52|team68|OP2|0|3
T_0003189|50027304|2018-05-01 11:48:49|01/05/2018 12:31:11|team30|OP1|0|2
T_0003190|50024724|2018-01-03 03:28:24|03/01/2018 04:24:20|team68|OP1|0|3
T_0003191|50037153|2018-02-17 08:32:02|17-02-2018 09.27.31|team28|OP2|0|3
T_0003192|50040020|2018-03-28 19:07:54|28-03-2018 20.04.04|team56|OP2|0|3
T_0003193|50043621|2018-05-09 02:00:50|09-05-2018 03.00.19|team30|OP2|1|3
T_0003194|50036807|2018-10-27 06:24:54|27-10-2018 06.58.25|team34|OP2|0|2
T_0003195|50025538|2018-08-25 10:24:26|25/08/2018 11:16:57|team33|OP1|1|3
T_0003196|50044193|2018-08-03 08:58:08|03-08-2018 09.29.09|team33|OP2|0|3
T_0003197|50022161|2018-04-09 09:14:27||team30|OP1|0|3
T_0003198|50003602|2018-05-18 16:44:43||team68|OP1|0|3
T_0003199|50006593|2018-10-28 20:52:12|28/10/2018 21:39:40|team56|OP1|0|2
T_0003200|50046458|2018-05-09 09:12:36|09-05-2018 10.09.34|team28|OP2|0|3
T_0003201|50028589|2018-06-22 19:23:27|22-06-2018 19.57.26|team30|OP2|0|3
T_0003202|50001152|2018-03-28 05:09:57||team33|OP1|0|3
T_0003203|50030916|2018-11-12 03:38:35||team33|OP2|0|3
T_0003204|50035299|2018-10-24 02:22:33|24/10/2018 02:59:39|team33|OP1|0|2
T_0003205|50043275|2018-12-22 05:04:12|22-12-2018 06.02.51|team48|OP2|0|1
T_0003206|50027374|2018-07-22 19:37:44|22/07/2018 20:28:32|team90|OP1|0|3
T_0003207|50037099|2018-04-25 07:08:45|25-04-2018 07.51.58|team56|OP2|0|3
T_0003208|50011246|2018-11-23 14:15:32|23/11/2018 14:46:29|team34|OP1|1|3
T_0003209|50007818|2018-03-13 09:22:17|13/03/2018 09:54:45|team28|OP1|0|3
T_0003210|50011338|2018-12-18 01:42:34|18-12-2018 02.39.50|team68|OP2|0|2
T_0003211|50030491|2018-11-27 05:29:38|27/11/2018 06:28:18|team48|OP1|0|2
T_0003212|50009046|2018-09-04 16:23:01||team56|OP1|0|2
T_0003213|50025765|2018-12-01 07:23:48|01/12/2018 07:57:21|team78|OP1|0|2
T_0003214|50009134|2018-12-08 14:26:35|08-12-2018 15.25.47|team56|OP2|1|3
T_0003215|50047131|2018-09-16 10:10:32|16/09/2018 11:04:15|team30|OP1|0|2
T_0003216|50015185|2018-01-18 13:37:54|18-01-2018 14.33.17|team48|OP2|0|2
T_0003217|50032549|2018-08-12 21:13:29|12-08-2018 21.47.23|team90|OP2|1|3
T_0003218|50008933|2018-01-14 16:06:43|14/01/2018 16:52:29|team28|OP1|0|2
T_0003219|50028020|2018-09-12 11:56:11|12/09/2018 12:49:52|team68|OP1|0|2
T_0003220|50016604|2018-07-28 17:42:44|28-07-2018 18.35.30|team48|OP2|0|3
T_0003221|50012637|2018-11-20 11:54:27|20-11-2018 12.46.16|team48|OP2|0|1
T_0003222|50031362|2018-11-26 20:40:30|26-11-2018 21.30.03|team78|OP2|0|3
T_0003223|50045993|2018-09-27 05:41:33|27-09-2018 06.22.54|team48|OP2|0|2
T_0003224|50006955|2018-03-24 18:44:49|24-03-2018 19.31.21|team33|OP2|0|1
T_0003225|50019169|2018-07-14 21:31:28|14/07/2018 22:02:51|team68|OP1|0|2
T_0003226|50044022|2018-07-15 12:26:47|15/07/2018 13:13:17|team56|OP1|0|2
T_0003227|50021620|2018-11-12 19:04:43|12-11-2018 19.49.52|team33|OP2|0|2
T_0003228|50020415|2018-08-30 09:21:56|30/08/2018 10:18:11|team48|OP1|0|2
T_0003229|50023834|2018-03-14 00:17:49|14/03/2018 01:06:22|team78|OP1|1|3
T_0003230|50009475|2018-01-01 12:40:55|01/01/2018 13:24:35|team90|OP1|1|3
T_0003231|50035239|2018-03-19 02:34:44|19-03-2018 03.11.56|team78|OP2|0|2
T_0003232|50043307|2018-11-09 05:08:38||team78|OP1|0|3
T_0003233|50045678|2018-06-30 16:39:25|30-06-2018 17.29.29|team33|OP2|0|2
T_0003234|50030140|2018-11-04 09:30:49|04/11/2018 10:25:52|team48|OP1|0|3
T_0003235|50028987|2018-08-19 18:49:30||team30|OP2|0|1
T_0003236|50029579|2018-12-02 07:08:12|02-12-2018 08.02.33|team56|OP2|0|2
T_0003237|50008517|2018-05-21 07:41:43|21/05/2018 08:35:01|team30|OP1|0|2
T_0003238|50020080|2018-01-06 03:07:38|06/01/2018 03:45:35|team28|OP1|0|1
T_0003239|50001861|2018-12-25 19:36:37|25-12-2018 20.16.50|team34|OP2|1|3
T_0003240|50046749|2018-08-04 13:27:18|04/08/2018 14:26:22|team30|OP1|0|3
T_0003241|50038781|2018-04-07 07:02:06|07-04-2018 07.55.36|team48|OP2|0|1
T_0003242|50010972|2018-04-05 16:41:30||team56|OP1|0|2
T_0003243|50045038|2018-11-18 08:09:32|18/11/2018 08:48:27|team33|OP1|0|2
T_0003244|50046331|2018-05-22 09:09:44|22-05-2018 09.59.57|team56|OP2|0|3
T_0003245|50009247|2018-06-28 13:44:00|28/06/2018 14:42:58|team68|OP1|0|2
T_0003246|50046102|2018-11-04 04:31:26|04/11/2018 05:25:07|team56|OP1|0|2
T_0003247|50001082|2018-12-01 18:48:33|01/12/2018 19:39:03|team68|OP1|0|3
T_0003248|50017816|2018-03-30 06:59:46|30-03-2018 07.50.56|team48|OP2|0|2
T_0003249|50048053|2018-05-26 13:36:36|26-05-2018 14.22.48|team90|OP2|0|3
T_0003250|50033974|2018-07-10 17:55:36|10-07-2018 18.27.19|team28|OP2|0|2
T_0003251|50014823|2018-09-26 10:29:47|26/09/2018 11:29:13|team90|OP1|0|2
T_0003252|50005098|2018-05-15 00:50:09|15-05-2018 01.38.20|team78|OP2|0|2
T_0003253|50038816|2018-09-17 09:52:44|17/09/2018 10:32:00|team56|OP1|0|3
T_0003254|50030761|2018-03-13 08:17:50|13/03/2018 09:01:28|team90|OP1|0|3
T_0003255|50009704|2018-02-28 16:02:20|28/02/2018 16:56:09|team68|OP1|0|3
T_0003256|50023016|2018-09-28 15:09:58|28/09/2018 15:47:36|team30|OP1|0|3
T_0003257|50021407|2018-02-10 15:02:56|10/02/2018 15:55:34|team48|OP1|1|3
T_0003258|50021674|2018-10-03 16:35:50|03-10-2018 17.09.41|team48|OP2|0|2
T_0003259|50043734|2018-03-03 05:17:27|03-03-2018 05.49.55|team90|OP2|1|3
T_0003260|50029647|2018-04-21 23:28:08|22/04/2018 00:21:25|team56|OP1|0|1
T_0003261|50011750|2018-01-24 18:06:27|24-01-2018 18.43.17|team78|OP2|1|3
T_0003262|50017835|2018-07-31 21:04:08|31/07/2018 21:52:46|team33|OP1|0|3
T_0003263|50025876|2018-11-03 09:40:51|03/11/2018 10:25:08|team48|OP1|1|3
T_0003264|50029511|2018-10-08 16:46:35|08/10/2018 17:28:38|team28|OP1|0|2
T_0003265|50022716|2018-09-06 18:36:10|06/09/2018 19:15:36|team68|OP1|0|2
T_0003266|50035992|2018-11-16 14:29:51|16-11-2018 15.03.53|team68|OP2|0|3
T_0003267|50013077|2018-08-24 21:21:57|24/08/2018 22:11:24|team30|OP1|1|3
T_0003268|50020297|2018-08-24 13:23:27|24/08/2018 13:54:22|team28|OP1|0|3
T_0003269|50019028|2018-01-16 08:20:37|16/01/2018 09:06:58|team56|OP1|1|3
T_0003270|50025453|2018-02-06 06:09:21|06/02/2018 07:08:08|team30|OP1|0|3
T_0003271|50006969|2018-04-20 00:51:24|20/04/2018 01:35:02|team48|OP1|0|3
T_0003272|50027553|2018-06-28 02:40:01|28/06/2018 03:24:35|team34|OP1|1|3
T_0003273|50028927|2018-05-22 15:30:57|22-05-2018 16.17.26|team34|OP2|0|3
T_0003274|50002005|2018-11-27 18:50:24|27/11/2018 19:42:50|team56|OP1|0|2
T_0003275|50019188|2018-04-20 17:26:50|20-04-2018 18.10.17|team33|OP2|1|3
T_0003276|50038754|2018-04-09 09:56:10|09/04/2018 10:34:51|team28|OP1|0|2
T_0003277|50048615|2018-05-13 00:00:01|13/05/2018 00:30:54|team68|OP1|0|3
T_0003278|50035974|2018-09-28 12:12:55|28-09-2018 13.10.04|team28|OP2|0|1
T_0003279|50007603|2018-06-18 12:25:46|18-06-2018 13.07.34|team78|OP2|0|3
T_0003280|50037776|2018-06-19 05:33:03|19/06/2018 06:11:12|team33|OP1|0|1
T_0003281|50033439|2018-07-04 11:59:19|04-07-2018 12.33.45|team33|OP2|0|3
T_0003282|50018457|2018-08-28 07:07:02|28/08/2018 07:57:09|team28|OP1|0|2
T_0003283|50019306|2018-05-14 18:32:40|14-05-2018 19.07.24|team28|OP2|0|1
T_0003284|50040718|2018-01-03 04:22:37|03/01/2018 05:18:12|team30|OP1|0|1
T_0003285|50019168|2018-09-08 00:37:22|08-09-2018 01.25.44|team33|OP2|1|3
T_0003286|50008909|2018-02-25 06:37:20||team30|OP1|0|3
T_0003287|50035003|2018-08-07 02:31:13|07/08/2018 03:22:41|team33|OP1|0|2
T_0003288|50038790|2018-06-26 16:08:12|26/06/2018 16:41:56|team34|OP1|0|2
T_0003289|50026791|2018-06-15 17:34:00||team33|OP1|1|3
T_0003290|50031466|2018-08-20 11:54:54|20/08/2018 12:39:50|team78|OP1|0|2
T_0003291|50022522|2018-04-18 07:40:25|18/04/2018 08:39:53|team56|OP1|0|2
T_0003292|50030163|2018-10-09 16:30:49|09/10/2018 17:01:04|team48|OP1|1|3
T_0003293|50042454|2018-05-27 20:56:48|27/05/2018 21:37:29|team56|OP1|1|3
T_0003294|50027932|2018-04-15 19:47:07|15-04-2018 20.35.38|team28|OP2|1|3
T_0003295|50048472|2018-06-18 16:16:03|18/06/2018 16:47:29|team56|OP1|0|2
T_0003296|50000080|2018-02-03 03:56:57||team78|OP2|0|2
T_0003297|50040417|2018-03-18 22:41:11|18-03-2018 23.19.55|team30|OP2|1|3
T_0003298|50011701|2018-06-07 23:48:46|08/06/2018 00:47:43|team33|OP1|1|3
T_0003299|50040729|2018-11-15 05:00:26|15/11/2018 05:47:38|team68|OP1|1|3
T_0003300|50004268|2018-01-12 15:21:10|12-01-2018 16.10.45|team68|OP2|0|3
T_0003301|50015326|2018-10-20 16:00:22|20/10/2018 16:38:33|team34|OP1|0|2
T_0003302|50003580|2018-07-05 09:15:45|05/07/2018 09:47:33|team48|OP1|0|2
T_0003303|50049583|2018-11-14 13:29:06|14-11-2018 14.19.55|team78|OP2|1|3
T_0003304|50019866|2018-12-21 15:31:56|21-12-2018 16.07.23|team68|OP2|0|3
T_0003305|50000356|2018-12-01 23:02:13|01-12-2018 23.39.27|team90|OP2|0|1
T_0003306|50035671|2018-11-25 11:55:19|25/11/2018 12:41:55|team33|OP1|0|2
T_0003307|50042477|2018-01-10 13:06:22|10/01/2018 13:59:25|team56|OP1|0|2
T_0003308|50004859|2018-08-18 00:27:22|18/08/2018 01:07:19|team28|OP1|0|3
T_0003309|50036154|2018-11-21 02:44:47|21/11/2018 03:37:27|team30|OP1|0|3
T_0003310|50041711|2018-12-27 22:52:51|27-12-2018 23.37.37|team28|OP2|0|1
T_0003311|50023137|2018-12-09 15:44:37|09/12/2018 16:29:54|team48|OP1|0|2
T_0003312|50004222|2018-02-21 23:03:19|21/02/2018 23:43:05|team34|OP1|0|2
T_0003313|50016860|2018-11-02 15:21:31|02/11/2018 16:16:50|team28|OP1|0|3
T_0003314|50030096|2018-05-11 01:42:35|11/05/2018 02:16:36|team56|OP1|0|3
T_0003315|50031559|2018-02-14 04:52:03|14-02-2018 05.43.49|team78|OP2|0|2
T_0003316|50028831|2018-08-14 08:05:29|14-08-2018 08.39.30|team28|OP2|0|3
T_0003317|50038696|2018-10-03 00:38:57|03/10/2018 01:16:47|team90|OP1|0|1
T_0003318|50030511|2018-03-03 18:42:08|03-03-2018 19.32.55|team30|OP2|0|3
T_0003319|50039069|2018-12-10 09:25:43|10-12-2018 10.15.51|team30|OP2|0|3
T_0003320|50026999|2018-11-19 20:16:48|19/11/2018 20:51:47|team30|OP1|0|3
T_0003321|50046353|2018-06-21 16:19:38|21/06/2018 16:51:05|team48|OP1|0|2
T_0003322|50022596|2018-01-17 06:20:14|17-01-2018 07.18.36|team56|OP2|0|2
T_0003323|50032089|2018-10-28 05:55:49|28/10/2018 06:47:35|team90|OP1|1|3
T_0003324|50009926|2018-08-07 21:14:24|07/08/2018 21:55:09|team34|OP1|0|3
T_0003325|50009299|2018-09-13 10:29:15||team28|OP1|0|2
T_0003326|50035211|2018-05-23 20:48:45|23-05-2018 21.38.37|team34|OP2|1|3
T_0003327|50038020|2018-11-10 20:43:51|10/11/2018 21:19:08|team28|OP1|0|3
T_0003328|50001092|2018-11-21 22:47:19|21-11-2018 23.24.44|team34|OP2|1|3
T_0003329|50023787|2018-02-01 21:48:29|01-02-2018 22.39.01|team48|OP2|0|3
T_0003330|50014470|2018-05-03 23:06:12|03/05/2018 23:49:34|team90|OP1|0|2
T_0003331|50016088|2018-04-05 19:50:26|05/04/2018 20:20:36|team68|OP1|0|3
T_0003332|50029147|2018-12-25 03:10:16|25-12-2018 03.43.50|team34|OP2|1|3
T_0003333|50018483|2018-02-01 13:07:52|01-02-2018 14.07.46|team68|OP2|0|3
T_0003334|50018499|2018-09-27 16:01:31|27/09/2018 16:50:23|team48|OP1|0|3
T_0003335|50025811|2018-03-19 17:08:02|19/03/2018 17:40:40|team33|OP1|1|3
T_0003336|50019835|2018-01-12 02:53:22|12/01/2018 03:23:50|team48|OP1|1|3
T_0003337|50035771|2018-09-11 04:47:52|11-09-2018 05.32.12|team68|OP2|0|2
T_0003338|50013572|2018-05-11 03:35:50|11-05-2018 04.13.18|team33|OP2|0|3
T_0003339|50012515|2018-05-28 22:08:43|28/05/2018 22:50:20|team48|OP1|0|3
T_0003340|50013388|2018-04-15 04:15:20|15/04/2018 05:13:25|team90|OP1|1|3
T_0003341|50049804|2018-07-15 16:57:19|15/07/2018 17:31:02|team90|OP1|0|1
T_0003342|50037777|2018-09-05 19:11:49|05-09-2018 19.50.34|team68|OP2|1|3
T_0003343|50017309|2018-11-21 07:04:19|21-11-2018 07.35.00|team34|OP2|1|3
T_0003344|50033989|2018-10-13 01:47:30|13/10/2018 02:36:54|team30|OP1|0|3
T_0003345|50029630|2018-07-28 13:26:41|28-07-2018 14.00.12|team56|OP2|0|3
T_0003346|50036487|2018-12-11 11:39:43|11/12/2018 12:36:10|team56|OP1|1|3
T_0003347|50018258|2018-09-05 19:52:24|05-09-2018 20.43.38|team78|OP2|1|3
T_0003348|50025925|2018-11-10 14:17:31|10-11-2018 14.56.23|team34|OP2|0|1
T_0003349|50010165|2018-08-30 18:10:54|30/08/2018 19:02:48|team28|OP1|0|2
T_0003350|50037310|2018-12-02 08:39:30|02/12/2018 09:10:55|team30|OP1|0|2
T_0003351|50029521|2018-03-29 00:17:30|29-03-2018 01.03.22|team68|OP2|0|1
T_0003352|50040644|2018-08-04 14:44:51||team34|OP1|0|1
T_0003353|50037860|2018-04-24 22:30:20||team90|OP2|0|1
T_0003354|50003366|2018-03-22 07:07:11|22/03/2018 08:03:55|team56|OP1|1|3
T_0003355|50020457|2018-05-10 07:31:03|10-05-2018 08.23.28|team78|OP2|0|3
T_0003356|50012746|2018-09-23 21:35:46|23/09/2018 22:33:00|team56|OP1|0|3
T_0003357|50002064|2018-07-12 02:15:39|12-07-2018 03.14.16|team33|OP2|0|3
T_0003358|50024335|2018-01-04 17:53:58|04/01/2018 18:25:56|team34|OP1|0|2
T_0003359|50030022|2018-08-28 17:57:15|28/08/2018 18:56:00|team33|OP1|0|3
T_0003360|50004527|2018-12-05 00:28:01|05-12-2018 01.24.15|team78|OP2|0|2
T_0003361|50035249|2018-02-03 02:05:21|03/02/2018 02:44:19|team90|OP1|0|3
T_0003362|50038740|2018-11-22 03:14:32|22/11/2018 04:00:55|team48|OP1|0|3
T_0003363|50011145|2018-04-21 15:29:23|21-04-2018 16.11.10|team30|OP2|1|3
T_0003364|50004829|2018-12-22 14:09:06|22-12-2018 14.52.00|team28|OP2|0|3
T_0003365|50048893|2018-11-28 23:35:21|29/11/2018 00:11:24|team30|OP1|0|2
T_0003366|50031360|2018-07-14 10:18:04|14/07/2018 10:50:17|team78|OP1|1|3
T_0003367|50022640|2018-05-13 08:00:36|13-05-2018 08.31.46|team90|OP2|0|3
T_0003368|50046053|2018-11-07 15:40:01|07-11-2018 16.19.22|team48|OP2|0|2
T_0003369|50020567|2018-12-26 13:41:17|26-12-2018 14.11.29|team28|OP2|1|3
T_0003370|50046524|2018-09-02 20:04:10|02-09-2018 20.58.25|team28|OP2|0|2
T_0003371|50017331|2018-09-11 23:23:56||team68|OP1|1|3
T_0003372|50000510|2018-09-09 18:55:39|09-09-2018 19.36.40|team56|OP2|0|1
T_0003373|50019642|2018-06-28 12:19:57|28/06/2018 13:14:08|team48|OP1|1|3
T_0003374|50000492|2018-03-17 22:32:08|17/03/2018 23:12:40|team34|OP1|0|3
T_0003375|50000071|2018-06-15 23:55:28|16/06/2018 00:45:43|team78|OP1|1|3
T_0003376|50020697|2018-07-06 06:17:04|06/07/2018 06:59:04|team28|OP1|0|3
T_0003377|50047770|2018-12-01 02:36:11|01-12-2018 03.31.19|team78|OP2|0|2
T_0003378|50007360|2018-03-23 13:21:04|23-03-2018 14.12.14|team48|OP2|0|3
T_0003379|50024070|2018-05-04 01:20:10|04/05/2018 01:58:19|team28|OP1|0|2
T_0003380|50049330|2018-07-08 10:49:09|08/07/2018 11:36:02|team34|OP1|0|1
T_0003381|50005108|2018-09-03 06:03:49|03/09/2018 06:35:24|team78|OP1|0|3
T_0003382|50017734|2018-10-20 22:23:22|20-10-2018 23.22.31|team78|OP2|0|3
T_0003383|50021425|2018-05-08 01:56:30|08/05/2018 02:45:28|team78|OP1|0|2
T_0003384|50020274|2018-04-26 20:19:24|26-04-2018 21.00.53|team48|OP2|0|1
T_0003385|50024549|2018-03-09 22:05:54|09-03-2018 22.56.38|team90|OP2|0|3
T_0003386|50032503|2018-07-08 06:59:40|08-07-2018 07.58.04|team68|OP2|0|2
T_0003387|50007490|2018-08-19 18:53:53||team68|OP2|0|3
T_0003388|50026010|2018-06-19 17:52:57|19/06/2018 18:23:15|team30|OP1|0|2
T_0003389|50005801|2018-11-22 17:40:56|22-11-2018 18.39.03|team28|OP2|1|3
T_0003390|50020637|2018-11-24 08:32:52||team78|OP1|0|3
T_0003391|50024255|2018-01-08 10:35:01|08/01/2018 11:14:31|team78|OP1|0|3
T_0003392|50035373|2018-09-11 18:43:29|11/09/2018 19:19:29|team28|OP1|0|2
T_0003393|50034678|2018-12-23 16:04:02|23-12-2018 17.02.22|team90|OP2|0|3
T_0003394|50030187|2018-05-27 22:31:56|27-05-2018 23.21.34|team33|OP2|0|2
T_0003395|50038433|2018-04-19 14:53:34|19-04-2018 15.43.51|team56|OP2|0|1
T_0003396|50013710|2018-03-01 16:23:56|01/03/2018 17:23:51|team33|OP1|1|3
T_0003397|50036265|2018-03-15 11:42:45|15/03/2018 12:13:41|team78|OP1|0|1
T_0003398|50012852|2018-05-08 03:16:50|08/05/2018 03:50:41|team56|OP1|1|3
T_0003399|50022338|2018-01-06 10:37:09|06-01-2018 11.36.59|team56|OP2|0|2
T_0003400|50006926|2018-10-27 00:52:36|27/10/2018 01:48:39|team78|OP1|0|2
T_0003401|50021095|2018-06-05 22:52:23|05/06/2018 23:40:23|team78|OP1|0|3
T_0003402|50014832|2018-07-30 08:48:22|30/07/2018 09:39:43|team48|OP1|1|3
T_0003403|50048471|2018-11-14 02:37:46|14/11/2018 03:16:03|team33|OP1|0|3
T_0003404|50014774|2018-05-03 15:55:48||team90|OP2|1|3
T_0003405|50048294|2018-12-02 08:54:08|02-12-2018 09.28.48|team33|OP2|0|2
T_0003406|50031761|2018-05-01 22:06:03|01-05-2018 22.49.03|team68|OP2|0|3
T_0003407|50016565|2018-07-26 01:47:09||team90|OP1|0|2
T_0003408|50020360|2018-10-01 19:36:20|01/10/2018 20:21:58|team90|OP1|0|3
T_0003409|50038850|2018-10-17 16:52:00|17/10/2018 17:27:05|team68|OP1|0|1
T_0003410|50002772|2018-08-02 11:59:22|02/08/2018 12:33:16|team56|OP1|0|3
T_0003411|50048122|2018-01-05 03:08:19||team28|OP2|1|3
T_0003412|50027721|2018-07-09 07:27:56|09-07-2018 08.05.48|team30|OP2|0|2
T_0003413|50026268|2018-07-26 14:15:23|26-07-2018 14.58.36|team68|OP2|0|2
T_0003414|50042085|2018-08-31 06:57:44|31/08/2018 07:49:10|team90|OP1|0|2
T_0003415|50001877|2018-11-13 22:45:04|13/11/2018 23:15:13|team90|OP1|0|3
T_0003416|50040473|2018-06-07 11:00:44|07/06/2018 11:32:49|team68|OP1|0|3
T_0003417|50049406|2018-02-12 09:21:10|12-02-2018 10.20.35|team48|OP2|0|2
T_0003418|50029990|2018-04-28 14:17:17|28-04-2018 14.51.26|team68|OP2|0|3
T_0003419|50023122|2018-07-30 22:48:37|30-07-2018 23.25.55|team34|OP2|0|1
T_0003420|50023588|2018-09-30 16:34:09|30/09/2018 17:16:24|team90|OP1|0|1
T_0003421|50011226|2018-05-31 14:52:38|31/05/2018 15:29:52|team56|OP1|0|3
T_0003422|50002088|2018-03-12 10:21:06|12/03/2018 11:02:37|team30|OP1|0|2
T_0003423|50000364|2018-08-23 01:59:17|23-08-2018 02.37.09|team90|OP2|0|3
T_0003424|50003843|2018-09-26 17:04:02|26/09/2018 17:35:49|team78|OP1|0|3
T_0003425|50029116|2018-07-28 20:07:04|28/07/2018 20:39:46|team68|OP1|1|3
T_0003426|50010051|2018-05-27 03:33:01|27/05/2018 04:30:19|team78|OP1|0|2
T_0003427|50032529|2018-02-26 13:20:36||team78|OP2|0|3
T_0003428|50044679|2018-12-27 15:22:25|27-12-2018 16.13.28|team30|OP2|1|3
T_0003429|50041853|2018-08-13 03:51:35|13/08/2018 04:45:50|team78|OP1|0|2
T_0003430|50019287|2018-09-22 02:22:12|22-09-2018 03.01.08|team34|OP2|0|3
T_0003431|50024406|2018-08-09 22:18:53|09-08-2018 23.04.47|team48|OP2|0|3
T_0003432|50002449|2018-03-03 03:35:47|03/03/2018 04:06:35|team34|OP1|0|3
T_0003433|50031153|2018-11-27 22:36:04|27/11/2018 23:08:01|team68|OP1|0|2
T_0003434|50034292|2018-06-12 16:31:24||team78|OP2|0|3
T_0003435|50005811|2018-05-21 19:12:17||team33|OP2|0|1
T_0003436|50013334|2018-05-04 04:40:14||team78|OP2|0|2
T_0003437|50047073|2018-06-06 11:04:38||team30|OP2|0|2
T_0003438|50032887|2018-12-15 23:57:17|16/12/2018 00:56:16|team56|OP1|0|1
